Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
Cr3Si,12,40,26.981539,92.90638,119.887919,0.290416428,3,5,73,47,26,1.989,3.523,-1.534,5.512,3.523,1.989,2.756,1.429,1.456,0.981456044,-0.027,1.4425,1.64,2.03,-0.39,0.807881773,2.03,1.64,1.835,2.7,8.57,-5.87,0.315052509,8.57,2.7,5.635,3.39,7.57,-4.18,0.447820343,7.57,3.39,5.48,2,12,2,12,2,12,2,12,1.1197,1.5483,1.1197,1.5483,4,8,4,8,1,1.5469,1,1.5469,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.59,4.486,2.8957,1.4302,1.4319,0.9988,0.9055,1.5664,1.0117,1.295,1.6007,-0.0945,0.1179,0,0.2864,0,0.63991,0.0228
Cu3Au,20,12,44.95591,26.981539,71.937449,1.666172934,4,3,11,73,-62,2.777,1.989,0.788,4.766,2.777,1.989,2.383,1.62,1.429,1.133659902,0.191,1.5245,1.5,1.64,-0.14,0.914634146,1.64,1.5,1.57,2.99,2.7,0.29,1.107407407,2.99,2.7,2.845,3.9,3.39,0.51,1.150442478,3.9,3.39,3.645,12,12,12,12,12,12,12,12,1.4138,1.4138,1.4138,1.4138,6,6,6,6,1.4148,1.0004,1.4148,1.0004,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.103,2.9012,2.9012,1.6329,1.4319,1.1404,1.2564,1.0131,0.9466,1.4506,1.4506,-0.1116,0.0131,0.2929,0,0,0.74047,0.0126
Cr3Si,77,40,195.084,92.90638,287.99038,2.099791209,6,5,63,47,16,4.883,3.523,1.36,8.406,4.883,3.523,4.203,1.385,1.456,0.951236264,-0.071,1.4205,1.91,2.03,-0.12,0.9408867,2.03,1.91,1.97,21.4,8.57,12.83,2.497082847,21.4,8.57,14.985,5.84,7.57,-1.73,0.771466314,7.57,5.84,6.705,2,12,2,12,2,12,2,12,1.1163,1.5486,1.1163,1.5486,4,8,4,8,0.999,1.5501,0.999,1.5501,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5775,4.4643,2.8817,1.4302,1.3843,1.0332,0.9011,1.6125,1.0239,1.2888,1.593,-0.0989,0.1508,0,0.2864,0,0.63991,0.0325
TiAl3,40,30,92.90638,69.723,162.62938,1.33250692,5,4,47,74,-27,3.523,2.655,0.868,6.178,3.523,2.655,3.089,1.456,1.408,1.034090909,0.048,1.432,2.03,1.7,0.33,1.194117647,2.03,1.7,1.865,8.57,5.9,2.67,1.452542373,8.57,5.9,7.235,7.57,2.81,4.76,2.693950178,7.57,2.81,5.19,4,4,4,4,4,4,4,4,1.083,1.083,1.083,1.083,8,8,8,8,1.4151,1.0006,1.4151,1.0425,0,0,0,2,4,4,4,2,2,2,2,1,2,2,6,3.75,2.6516,2.6516,1.4302,1.2796,1.1177,1.311,1.0361,0.9785,1.3258,1.3258,-0.073,0.0361,0.2929,0,0,0.63761,0.0066
Fe3C,26,70,58.9332,174.967,233.9002,0.336824658,4,6,58,41,17,3.046,4.034,-0.988,7.08,4.034,3.046,3.54,1.252,1.738,0.720368239,-0.486,1.495,1.72,1.2,0.52,1.433333333,1.72,1.2,1.46,8.9,9.84,-0.94,0.904471545,9.84,8.9,9.37,4.39,4.43,-0.04,0.990970655,4.43,4.39,4.41,1,1,1,1,2,6,2,6,1.0112,1.0112,1.013,1.0112,1,1,1,1,1.2865,1.562,1.2467,1.562,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.2707,4.1705,2.6693,1.7151,1.2492,1.373,0.9535,1.6693,0.9005,1.6353,1.034,-0.0465,-0.1723,0,0.5042,0,0.62576,0.0319
Cr3Si,31,23,72.63,51.9961,124.6261,1.396835532,4,4,79,49,30,3.046,2.82,0.226,5.866,3.046,2.82,2.933,1.366,1.357,1.006632277,0.009,1.3615,1.99,2,-0.01,0.995,2,1.99,1.995,5.32,7.19,-1.87,0.739916551,7.19,5.32,6.255,3.85,4.1,-0.25,0.93902439,4.1,3.85,3.975,2,12,2,12,2,12,2,12,1.1164,1.5483,1.1164,1.5483,4,8,4,8,0.9978,1.5481,0.9978,1.5481,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.315,4.0097,2.5882,1.2409,1.2224,1.0151,0.9328,1.6401,1.0507,1.1575,1.4307,-0.0672,0.1704,0,0.2864,0,0.6399,0.0336
Cu3Au,57,45,140.115,106.42,246.535,1.316622815,6,5,15,62,-47,3.774,3.101,0.673,6.875,3.774,3.101,3.4375,1.818,1.373,1.324107793,0.445,1.5955,1.1,2.08,-0.98,0.528846154,2.08,1.1,1.59,6.66,12,-5.34,0.555,12,6.66,9.33,4.32,3.89,0.43,1.110539846,4.32,3.89,4.105,12,12,12,12,12,12,12,12,1.4144,1.4144,1.4144,1.4144,6,6,6,6,1.414,0.9999,1.414,0.9999,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.129,2.9196,2.9196,1.7238,1.3768,1.252,1.1976,1.0603,0.9416,1.4598,1.4598,-0.1531,0.0603,0.2929,0,0,0.74048,0.0271
Cu3Au,20,12,44.95591,26.981539,71.937449,1.666172934,4,3,11,73,-62,2.777,1.989,0.788,4.766,2.777,1.989,2.383,1.62,1.429,1.133659902,0.191,1.5245,1.5,1.64,-0.14,0.914634146,1.64,1.5,1.57,2.99,2.7,0.29,1.107407407,2.99,2.7,2.845,3.9,3.39,0.51,1.150442478,3.9,3.39,3.645,12,12,12,12,12,12,12,12,1.4138,1.4138,1.4138,1.4138,6,6,6,6,1.4141,0.9999,1.4141,0.9999,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.101,2.8998,2.8998,1.6329,1.4319,1.1404,1.2557,1.0126,0.9462,1.4499,1.4499,-0.1121,0.0126,0.2929,0,0,0.74048,0.0127
Cu3Au,63,49,157.25,118.71,275.96,1.324656726,6,5,27,80,-53,4.034,3.672,0.362,7.706,4.034,3.672,3.853,1.795,1.62,1.108024691,0.175,1.7075,1.1,1.88,-0.78,0.585106383,1.88,1.1,1.49,7.9,7.31,0.59,1.080711354,7.9,7.31,7.605,4.14,3.14,1,1.318471338,4.14,3.14,3.64,12,12,12,12,12,12,12,12,1.4139,1.4139,1.4139,1.4139,6,6,6,6,1.4129,0.9991,1.4129,0.9991,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6767,3.3069,3.3069,1.7454,1.4899,1.1715,1.3397,1.1098,1.0221,1.6535,1.6535,-0.0527,0.1098,0.2929,0,0,0.74048,0.0148
Mg3Cd,57,12,140.115,26.981539,167.096539,5.192995107,6,3,15,73,-58,3.774,1.989,1.785,5.763,3.774,1.989,2.8815,1.818,1.429,1.272218334,0.389,1.6235,1.1,1.64,-0.54,0.670731707,1.64,1.1,1.37,6.66,2.7,3.96,2.466666667,6.66,2.7,4.68,4.32,3.39,0.93,1.274336283,4.32,3.39,3.855,12,10,12,10,12,10,12,10,1.0973,1.0973,1.0973,1.0973,12,10,12,10,1.4855,1,1.4855,1,0,2,0,2,12,8,12,8,2,6,1,1,1,2,6,4.4267,2.9799,2.98,1.7238,1.4319,1.2039,1.284,1.0406,0.9443,1.49,1.49,-0.1356,0.0406,0.3268,0,0,0.64802,0.02
Fe3C,27,65,58.6934,162.5,221.1934,0.361190154,4,6,61,31,30,2.996,3.963,-0.967,6.959,3.963,2.996,3.4795,1.244,1.77,0.702824859,-0.526,1.507,1.76,1.15,0.61,1.530434783,1.76,1.15,1.455,8.9,8.55,0.35,1.040935673,8.9,8.55,8.725,4.44,3.04,1.4,1.460526316,4.44,3.04,3.74,1,1,1,1,2,6,2,6,1.0261,1.0261,1.0166,1.0261,1,1,1,1,1.3347,1.5678,1.2859,1.5678,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4514,4.2018,2.6844,1.6634,1.2515,1.3291,1.0374,1.6787,0.9209,1.7257,0.9587,0.0374,-0.234,0,0.5437,0,0.66382,0.0561
Cr3Si,30,22,69.723,50.9415,120.6645,1.368687612,4,4,74,46,28,2.655,2.816,-0.161,5.471,2.816,2.655,2.7355,1.408,1.338,1.052316891,0.07,1.373,1.7,2.22,-0.52,0.765765766,2.22,1.7,1.96,5.9,6.11,-0.21,0.965630115,6.11,5.9,6.005,2.81,5.31,-2.5,0.529190207,5.31,2.81,4.06,24,4,14,14,28,4,14,14,1.5502,1.1162,1.3332,1.3332,16,8,12,12,1.001,0.9994,1.0002,1.0002,14,2,7,7,14,14,7,7,2,2,2,2,2,8,8,2.4085,2.4085,2.4085,1.3117,1.2796,1.0251,0.9181,0.9411,0.9295,1.2042,1.2042,-0.0819,-0.0589,0,0,0,1.0472,0.0102
Cu3Au,20,12,44.95591,26.981539,71.937449,1.666172934,4,3,11,73,-62,2.777,1.989,0.788,4.766,2.777,1.989,2.383,1.62,1.429,1.133659902,0.191,1.5245,1.5,1.64,-0.14,0.914634146,1.64,1.5,1.57,2.99,2.7,0.29,1.107407407,2.99,2.7,2.845,3.9,3.39,0.51,1.150442478,3.9,3.39,3.645,12,12,12,12,12,12,12,12,1.4172,1.4172,1.4172,1.4172,6,6,6,6,1.4155,1.0009,1.4155,1.0009,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.105,2.9027,2.9027,1.6329,1.4319,1.1404,1.257,1.0136,0.9471,1.4513,1.4513,-0.1112,0.0136,0.2929,0,0,0.74048,0.0126
Cu3Au,30,25,69.723,55.847,125.57,1.248464555,4,4,74,55,19,2.655,3.0478,-0.3928,5.7028,3.0478,2.655,2.8514,1.408,1.26,1.117460317,0.148,1.334,1.7,1.67,0.03,1.017964072,1.7,1.67,1.685,5.9,7.86,-1.96,0.750636132,7.86,5.9,6.88,2.81,4.28,-1.47,0.656542056,4.28,2.81,3.545,12,12,12,12,12,12,12,12,1.4154,1.4154,1.4154,1.4154,6,6,6,6,0.9995,1.4135,0.9995,1.4135,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.5986,3.675,2.5986,1.2422,1.2796,0.9708,1.046,1.436,1.0305,1.2993,1.2993,0.046,0.0154,0,0.2929,0,0.74047,0.0024
Cu3Au,39,76,91.224,192.217,283.441,0.474588616,5,6,44,60,-16,3.401,4.908,-1.507,8.309,4.908,3.401,4.1545,1.597,1.355,1.178597786,0.242,1.476,1.7,1.87,-0.17,0.909090909,1.87,1.7,1.785,6.51,22.4,-15.89,0.290625,22.4,6.51,14.455,6.25,6.94,-0.69,0.900576369,6.94,6.25,6.595,12,12,12,12,12,12,12,12,1.4122,1.4122,1.4122,1.4122,6,6,6,6,1.4122,0.9986,1.4122,0.9986,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.94,2.786,2.786,1.5585,1.3542,1.1509,1.264,1.0286,0.9565,1.393,1.393,-0.1062,0.0286,0.2929,0,0,0.74048,0.0121
Cu3Au,67,30,167.259,69.723,236.982,2.398907104,6,4,35,74,-39,4.018,2.655,1.363,6.673,4.018,2.655,3.3365,1.748,1.408,1.241477273,0.34,1.578,1.2,1.7,-0.5,0.705882353,1.7,1.2,1.45,9.07,5.9,3.17,1.537288136,9.07,5.9,7.485,3.29,2.81,0.48,1.170818505,3.29,2.81,3.05,12,12,12,12,12,12,12,12,1.4128,1.4128,1.4128,1.4128,6,6,6,6,1.4144,1.0001,1.4144,1.0001,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.2149,2.9804,2.9804,1.6438,1.2796,1.2846,1.2821,1.1646,1.0195,1.4902,1.4902,-0.0934,0.1646,0.2929,0,0,0.74048,0.0358
Cu3Au,62,45,151.965,106.42,258.385,1.427974065,6,5,25,62,-37,3.871,3.101,0.77,6.972,3.871,3.101,3.486,2.084,1.373,1.517844137,0.711,1.7285,1.15,2.08,-0.93,0.552884615,2.08,1.15,1.615,5.24,12,-6.76,0.436666667,12,5.24,8.62,1.86,3.89,-2.03,0.4781491,3.89,1.86,2.875,12,12,12,12,12,12,12,12,1.4138,1.4138,1.4138,1.4138,6,6,6,6,1.4138,0.9997,1.4138,0.9997,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.1,2.8991,2.8991,1.6846,1.3768,1.2236,1.2169,1.0528,0.947,1.4496,1.4496,-0.1395,0.0528,0.2929,0,0,0.74047,0.0223
Cu3Au,63,81,157.25,207.2,364.45,0.758928571,6,6,27,81,-54,4.034,4.426,-0.392,8.46,4.426,4.034,4.23,1.795,1.746,1.028064147,0.049,1.7705,1.1,1.92,-0.82,0.572916667,1.92,1.1,1.51,7.9,11.4,-3.5,0.692982456,11.4,7.9,9.65,4.14,2.03,2.11,2.039408867,4.14,2.03,3.085,12,12,12,12,12,12,12,12,1.4135,1.4135,1.4135,1.4135,6,6,6,6,1.4142,1,1.4142,1,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.8224,3.41,3.41,1.7454,1.7253,1.0116,1.3815,0.9882,0.9825,1.705,1.705,-0.0232,-0.0118,0.2929,0,0,0.74048,0.0007
Mg3Cd,12,56,26.981539,138.9055,165.887039,0.194243849,3,6,73,13,60,1.989,3.84,-1.851,5.829,3.84,1.989,2.9145,1.429,1.871,0.763762694,-0.442,1.65,1.64,1.35,0.29,1.214814815,1.64,1.35,1.495,2.7,6.15,-3.45,0.43902439,6.15,2.7,4.425,3.39,4.47,-1.08,0.758389262,4.47,3.39,3.93,10,12,10,12,10,12,10,12,1.0544,1.0544,1.0544,1.0544,7,8,7,8,1.0008,1.4548,1.0008,1.4548,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,3.4927,5.0772,3.4927,1.8186,1.4319,1.2701,0.9603,1.7729,1.0745,1.7463,1.7464,-0.0397,0.2196,0,0.3121,0,0.68486,0.0498
Cr3Si,30,40,69.723,92.90638,162.62938,0.750465146,4,5,74,47,27,2.655,3.523,-0.868,6.178,3.523,2.655,3.089,1.408,1.456,0.967032967,-0.048,1.432,1.7,2.03,-0.33,0.837438424,2.03,1.7,1.865,5.9,8.57,-2.67,0.688448075,8.57,5.9,7.235,2.81,7.57,-4.76,0.371202114,7.57,2.81,5.19,2,12,2,12,2,12,2,12,1.1158,1.5502,1.1158,1.5502,4,8,4,8,0.9983,1.5496,0.9983,1.5496,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5855,4.4782,2.8907,1.4302,1.2796,1.1177,0.9039,1.7498,1.0668,1.2928,1.5979,-0.0961,0.2488,0,0.2864,0,0.63991,0.0711
Cu3Au,58,81,140.90765,207.2,348.10765,0.680056226,6,6,17,81,-64,3.8,4.426,-0.626,8.226,4.426,3.8,4.113,1.824,1.746,1.04467354,0.078,1.785,1.1,1.92,-0.82,0.572916667,1.92,1.1,1.51,6.77,11.4,-4.63,0.593859649,11.4,6.77,9.085,3.7,2.03,1.67,1.822660099,3.7,2.03,2.865,12,12,12,12,12,12,12,12,1.4169,1.4169,1.4169,1.4169,6,6,6,6,1.416,1.0013,1.416,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.857,3.4344,3.4344,1.6334,1.7253,0.9467,1.4868,0.9953,1.0225,1.7172,1.7172,0.0513,-0.0047,0.2929,0,0,0.74048,0.0026
PuNi3,63,25,157.25,55.847,213.097,2.815728687,6,4,27,55,-28,4.034,3.0478,0.9862,7.0818,4.034,3.0478,3.5409,1.795,1.26,1.424603175,0.535,1.5275,1.1,1.67,-0.57,0.658682635,1.67,1.1,1.385,7.9,7.86,0.04,1.005089059,7.9,7.86,7.88,4.14,4.28,-0.14,0.96728972,4.28,4.14,4.21,6,6,6,3.3333,12,19,9,6.3333,1.0304,1.1961,1.0689,1.068,3,6,7.5,3.3333,1.0922,1.0007,1.1323,1.0001,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.2328,2.5293,2.9595,1.7454,1.2422,1.4051,0.9261,1.0181,0.9906,1.6949,1.2646,-0.0289,0.0181,-0.0485,0,0,0.72221,0.0012
Mg3Cd,49,21,118.71,47.867,166.577,2.479996657,5,4,80,43,37,3.672,2.833,0.839,6.505,3.672,2.833,3.2525,1.62,1.467,1.104294479,0.153,1.5435,1.88,1.86,0.02,1.010752688,1.88,1.86,1.87,7.31,4.54,2.77,1.610132159,7.31,4.54,5.925,3.14,4.85,-1.71,0.64742268,4.85,3.14,3.995,10,12,10,12,20,24,20,24,1.0102,1.0102,1.0102,1.0102,10,12,10,12,1.0003,1.4212,1.0003,1.4212,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.9309,4.1641,2.931,1.4038,1.4899,0.9422,1.0439,1.3974,1.0129,1.4655,1.4655,0.0439,-0.0164,0,0.2961,0,0.73038,0.0022
Cr3Si,81,40,207.2,92.90638,300.10638,2.230202059,6,5,81,47,34,4.426,3.523,0.903,7.949,4.426,3.523,3.9745,1.746,1.456,1.199175824,0.29,1.601,1.92,2.03,-0.11,0.945812808,2.03,1.92,1.975,11.4,8.57,2.83,1.330221704,11.4,8.57,9.985,2.03,7.57,-5.54,0.268163804,7.57,2.03,4.8,2,12,2,12,2,12,2,12,1.1165,1.5522,1.1165,1.5522,4,8,4,8,0.9998,1.551,0.9998,1.551,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.6595,4.6064,2.9734,1.4302,1.7253,0.829,0.9298,1.335,0.9423,1.3298,1.6437,-0.0702,-0.0473,0,0.2864,0,0.63991,0.0072
Cu3Au,67,45,167.259,106.42,273.679,1.571687653,6,5,35,62,-27,4.018,3.101,0.917,7.119,4.018,3.101,3.5595,1.748,1.373,1.273124545,0.375,1.5605,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,9.07,12,-2.93,0.755833333,12,9.07,10.535,3.29,3.89,-0.6,0.845758355,3.89,3.29,3.59,12,12,12,12,12,12,12,12,1.4161,1.4161,1.4161,1.4161,6,6,6,6,1.4164,1.0016,1.4164,1.0016,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.051,2.8645,2.8645,1.6438,1.3768,1.1939,1.2322,1.0403,0.9483,1.4322,1.4322,-0.1287,0.0403,0.2929,0,0,0.74047,0.0182
Cr3Si,48,40,114.818,92.90638,207.72438,1.235846236,5,5,75,47,28,3.259,3.523,-0.264,6.782,3.523,3.259,3.391,1.66,1.456,1.14010989,0.204,1.558,1.63,2.03,-0.4,0.802955665,2.03,1.63,1.83,7.31,8.57,-1.26,0.852975496,8.57,7.31,7.94,2.52,7.57,-5.05,0.332892999,7.57,2.52,5.045,2,12,2,12,2,12,2,12,1.117,1.5507,1.117,1.5507,4,8,4,8,0.9996,1.5501,0.9996,1.5501,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.649,4.5882,2.9617,1.4302,1.6085,0.8892,0.9261,1.4262,0.9746,1.3245,1.6372,-0.0739,0.0178,0,0.2864,0,0.63991,0.0058
Cr3Si,31,41,72.63,95.95,168.58,0.756956748,4,5,79,50,29,3.046,3.609,-0.563,6.655,3.609,3.046,3.3275,1.366,1.386,0.985569986,-0.02,1.376,1.99,1.94,0.05,1.025773196,1.99,1.94,1.965,5.32,10.2,-4.88,0.521568627,10.2,5.32,7.76,3.85,6.82,-2.97,0.564516129,6.82,3.85,5.335,2,12,2,12,2,12,2,12,1.1174,1.5471,1.1174,1.5471,4,8,4,8,0.9986,1.5479,0.9986,1.5479,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.4665,4.2721,2.7576,1.3617,1.2224,1.114,0.9057,1.7474,1.0672,1.2332,1.5244,-0.0943,0.247,0,0.2864,0,0.63991,0.0699
Cu3Au,67,30,167.259,69.723,236.982,2.398907104,6,4,35,74,-39,4.018,2.655,1.363,6.673,4.018,2.655,3.3365,1.748,1.408,1.241477273,0.34,1.578,1.2,1.7,-0.5,0.705882353,1.7,1.2,1.45,9.07,5.9,3.17,1.537288136,9.07,5.9,7.485,3.29,2.81,0.48,1.170818505,3.29,2.81,3.05,12,12,12,12,12,12,12,12,1.4128,1.4128,1.4128,1.4128,6,6,6,6,1.4131,0.9992,1.4131,0.9992,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.211,2.9776,2.9776,1.6438,1.2796,1.2846,1.2809,1.1635,1.0186,1.4888,1.4888,-0.0943,0.1635,0.2929,0,0,0.74048,0.0356
Cu3Au,38,48,88.90584,114.818,203.72384,0.774319706,5,5,12,75,-63,3.379,3.259,0.12,6.638,3.379,3.259,3.319,1.797,1.66,1.08253012,0.137,1.7285,1.41,1.63,-0.22,0.865030675,1.63,1.41,1.52,4.47,7.31,-2.84,0.611491108,7.31,4.47,5.89,4.37,2.52,1.85,1.734126984,4.37,2.52,3.445,12,12,12,12,12,12,12,12,1.4154,1.4154,1.4154,1.4154,6,6,6,6,1.4145,1.0002,1.4145,1.0002,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.597,3.2506,3.2506,1.6813,1.6085,1.0453,1.3671,1.0104,0.9881,1.6253,1.6253,-0.0333,0.0104,0.2929,0,0,0.74047,0.0012
Cu3Au,69,81,173.045,207.2,380.245,0.835159266,6,6,39,81,-42,4.048,4.426,-0.378,8.474,4.426,4.048,4.237,1.933,1.746,1.107101947,0.187,1.8395,1.1,1.92,-0.82,0.572916667,1.92,1.1,1.51,6.97,11.4,-4.43,0.611403509,11.4,6.97,9.185,1.6,2.03,-0.43,0.78817734,2.03,1.6,1.815,12,12,12,12,12,12,12,12,1.4157,1.4157,1.4157,1.4157,6,6,6,6,1.4148,1.0004,1.4148,1.0004,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.867,3.4415,3.4415,1.8969,1.7253,1.0995,1.2829,0.9974,0.9501,1.7207,1.7207,-0.0929,-0.0026,0.2929,0,0,0.74047,0.0086
Cu3Au,59,45,144.242,106.42,250.662,1.35540312,6,5,19,62,-43,3.822,3.101,0.721,6.923,3.822,3.101,3.4615,1.818,1.373,1.324107793,0.445,1.5955,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,7,12,-5,0.583333333,12,7,9.5,3.4,3.89,-0.49,0.87403599,3.89,3.4,3.645,12,12,12,12,12,12,12,12,1.4144,1.4144,1.4144,1.4144,6,6,6,6,1.4151,1.0006,1.4151,1.0006,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.132,2.9218,2.9218,1.6571,1.3768,1.2036,1.2468,1.0611,0.963,1.4609,1.4609,-0.1184,0.0611,0.2929,0,0,0.74048,0.0177
Cr3Si,75,40,190.23,92.90638,283.13638,2.047545066,6,5,57,47,10,5.648,3.523,2.125,9.171,5.648,3.523,4.5855,1.35,1.456,0.927197802,-0.106,1.403,1.85,2.03,-0.18,0.911330049,2.03,1.85,1.94,22.6,8.57,14.03,2.637106184,22.6,8.57,15.585,8.17,7.57,0.6,1.079260238,8.17,7.57,7.87,2,12,2,12,2,12,2,12,1.1172,1.549,1.1172,1.549,4,8,4,8,1.0002,1.5507,1.0002,1.5507,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5605,4.4349,2.8627,1.4302,1.3106,1.0913,0.8952,1.6919,1.0445,1.2803,1.5825,-0.1048,0.2074,0,0.2864,0,0.63991,0.054
Cu3Au,69,12,173.045,26.981539,200.026539,6.413459217,6,3,39,73,-34,4.048,1.989,2.059,6.037,4.048,1.989,3.0185,1.933,1.429,1.352694192,0.504,1.681,1.1,1.64,-0.54,0.670731707,1.64,1.1,1.37,6.97,2.7,4.27,2.581481481,6.97,2.7,4.835,1.6,3.39,-1.79,0.471976401,3.39,1.6,2.495,12,12,12,12,12,12,12,12,1.4141,1.4141,1.4141,1.4141,6,6,6,6,1.4155,1.0009,1.4155,1.0009,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.204,2.9727,2.9727,1.8969,1.4319,1.3247,1.1081,1.038,0.893,1.4863,1.4863,-0.2164,0.038,0.2929,0,0,0.74048,0.0483
Cr3Si,49,40,118.71,92.90638,211.61638,1.277737869,5,5,80,47,33,3.672,3.523,0.149,7.195,3.672,3.523,3.5975,1.62,1.456,1.112637363,0.164,1.538,1.88,2.03,-0.15,0.926108374,2.03,1.88,1.955,7.31,8.57,-1.26,0.852975496,8.57,7.31,7.94,3.14,7.57,-4.43,0.414795244,7.57,3.14,5.355,2,12,2,12,2,12,2,12,1.117,1.5507,1.117,1.5507,4,8,4,8,1,1.5506,1,1.5506,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.65,4.5899,2.9628,1.4302,1.4899,0.9599,0.9264,1.5403,1.0146,1.325,1.6378,-0.0736,0.0993,0,0.2864,0,0.63991,0.0153
Cu3Au,56,48,138.9055,114.818,253.7235,1.209788535,6,5,13,75,-62,3.84,3.259,0.581,7.099,3.84,3.259,3.5495,1.871,1.66,1.127108434,0.211,1.7655,1.35,1.63,-0.28,0.828220859,1.63,1.35,1.49,6.15,7.31,-1.16,0.841313269,7.31,6.15,6.73,4.47,2.52,1.95,1.773809524,4.47,2.52,3.495,12,12,12,12,12,12,12,12,1.4119,1.4119,1.4119,1.4119,6,6,6,6,1.4125,0.9988,1.4125,0.9988,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.732,3.346,3.346,1.8186,1.6085,1.1306,1.301,1.0401,0.9763,1.673,1.673,-0.0801,0.0401,0.2929,0,0,0.74047,0.008
