Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
Cu3Au,66,77,164.93032,195.084,360.01432,0.845432327,6,6,33,63,-30,3.994,4.883,-0.889,8.877,4.883,3.994,4.4385,1.761,1.385,1.271480144,0.376,1.573,1.2,1.91,-0.71,0.628272251,1.91,1.2,1.555,8.8,21.4,-12.6,0.411214953,21.4,8.8,15.1,3.14,5.84,-2.7,0.537671233,5.84,3.14,4.49,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.416,1.0013,1.416,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.064,2.8737,2.8737,1.7086,1.3843,1.2343,1.1893,1.038,0.9291,1.4368,1.4368,-0.159,0.038,0.2929,0,0,0.74048,0.0267
Cu3Au,49,45,118.71,106.42,225.13,1.115485811,5,5,80,62,18,3.672,3.101,0.571,6.773,3.672,3.101,3.3865,1.62,1.373,1.179898034,0.247,1.4965,1.88,2.08,-0.2,0.903846154,2.08,1.88,1.98,7.31,12,-4.69,0.609166667,12,7.31,9.655,3.14,3.89,-0.75,0.807197943,3.89,3.14,3.515,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.001,1.4157,1.001,1.4157,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8129,3.978,2.8129,1.3768,1.4899,0.9241,1.0215,1.335,0.9812,1.4064,1.4064,0.0215,-0.056,0,0.2929,0,0.74048,0.0036
PuNi3,63,27,157.25,58.6934,215.9434,2.679176875,6,4,27,61,-34,4.034,2.996,1.038,7.03,4.034,2.996,3.515,1.795,1.244,1.442926045,0.551,1.5195,1.1,1.76,-0.66,0.625,1.76,1.1,1.43,7.9,8.9,-1,0.887640449,8.9,7.9,8.4,4.14,4.44,-0.3,0.932432432,4.44,4.14,4.29,6,6,6,4,9,19,7.5,6.3333,1.0243,1.1753,1.0712,1.0611,3,6,7.5,4,1.089,0.9999,1.1465,0.9992,0,0,0,0,6,12,6,4,3,3,2,2,3,9,27,3.1362,2.4872,2.8781,1.7454,1.2515,1.3946,0.8984,0.9937,0.9604,1.6345,1.2436,-0.0636,-0.0063,-0.0423,0,0,0.72257,0.0041
Cu3Au,21,29,47.867,65.38,113.247,0.73213521,4,4,43,69,-26,2.833,3.322,-0.489,6.155,3.322,2.833,3.0775,1.467,1.379,1.063814358,0.088,1.423,1.86,1.44,0.42,1.291666667,1.86,1.44,1.65,4.54,7.13,-2.59,0.636746143,7.13,4.54,5.835,4.85,1.35,3.5,3.592592593,4.85,1.35,3.1,12,12,12,12,12,12,12,12,1.4137,1.4137,1.4137,1.4137,6,6,6,6,1.4145,1.0002,1.4145,1.0002,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.9322,2.7805,2.7805,1.4038,1.3316,1.0542,1.4006,1.044,1.0165,1.3902,1.3902,-0.0097,0.044,0.2929,0,0,0.74048,0.002
Cu3Au,25,27,55.847,58.6934,114.5404,0.951503917,4,4,55,61,-6,3.0478,2.996,0.0518,6.0438,3.0478,2.996,3.0219,1.26,1.244,1.012861736,0.016,1.252,1.67,1.76,-0.09,0.948863636,1.76,1.67,1.715,7.86,8.9,-1.04,0.883146067,8.9,7.86,8.38,4.28,4.44,-0.16,0.963963964,4.44,4.28,4.36,12,12,12,12,12,12,12,12,1.4143,1.4143,1.4143,1.4143,6,6,6,6,1.4131,0.9992,1.4131,0.9992,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.547,2.5081,2.5081,1.2422,1.2515,0.9926,1.4277,1.002,1.0058,1.2541,1.2541,0.0095,0.002,0.2929,0,0,0.74047,0.0001
Cu3Au,20,12,44.95591,26.981539,71.937449,1.666172934,4,3,11,73,-62,2.777,1.989,0.788,4.766,2.777,1.989,2.383,1.62,1.429,1.133659902,0.191,1.5245,1.5,1.64,-0.14,0.914634146,1.64,1.5,1.57,2.99,2.7,0.29,1.107407407,2.99,2.7,2.845,3.9,3.39,0.51,1.150442478,3.9,3.39,3.645,12,12,12,12,12,12,12,12,1.4172,1.4172,1.4172,1.4172,6,6,6,6,1.4166,1.0016,1.4166,1.0016,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.108,2.9048,2.9048,1.6329,1.4319,1.1404,1.2579,1.0143,0.9478,1.4524,1.4524,-0.1105,0.0143,0.2929,0,0,0.74048,0.0124
Cu3Au,48,77,114.818,195.084,309.902,0.588556724,5,6,75,63,12,3.259,4.883,-1.624,8.142,4.883,3.259,4.071,1.66,1.385,1.198555957,0.275,1.5225,1.63,1.91,-0.28,0.853403141,1.91,1.63,1.77,7.31,21.4,-14.09,0.341588785,21.4,7.31,14.355,2.52,5.84,-3.32,0.431506849,5.84,2.52,4.18,12,12,12,12,12,12,12,12,1.412,1.412,1.412,1.412,6,6,6,6,0.9984,1.412,0.9984,1.412,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8355,4.01,2.8355,1.3843,1.6085,0.8606,1.0242,1.2465,0.9474,1.4177,1.4178,0.0242,-0.1186,0,0.2929,0,0.74047,0.0146
Cr3Si,12,40,26.981539,92.90638,119.887919,0.290416428,3,5,73,47,26,1.989,3.523,-1.534,5.512,3.523,1.989,2.756,1.429,1.456,0.981456044,-0.027,1.4425,1.64,2.03,-0.39,0.807881773,2.03,1.64,1.835,2.7,8.57,-5.87,0.315052509,8.57,2.7,5.635,3.39,7.57,-4.18,0.447820343,7.57,3.39,5.48,2,12,2,12,2,12,2,12,1.1197,1.5483,1.1197,1.5483,4,8,4,8,1.001,1.5484,1.001,1.5484,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.5925,4.4903,2.8985,1.4302,1.4319,0.9988,0.9063,1.568,1.0127,1.2962,1.6022,-0.0937,0.119,0,0.2864,0,0.63991,0.0229
PuNi3,67,26,167.259,58.9332,226.1922,2.838111625,6,4,35,58,-23,4.018,3.046,0.972,7.064,4.018,3.046,3.532,1.748,1.252,1.396166134,0.496,1.5,1.2,1.72,-0.52,0.697674419,1.72,1.2,1.46,9.07,8.9,0.17,1.019101124,9.07,8.9,8.985,3.29,4.39,-1.1,0.749430524,4.39,3.29,3.84,6,6,6,3.3333,10,19,8,6.3333,1.0244,1.1807,1.0697,1.0629,3,6,7.5,3.3333,1.0888,0.9998,1.1418,0.9991,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1249,2.467,2.8653,1.6438,1.2492,1.3159,0.9505,0.9874,0.9904,1.6318,1.2335,-0.0073,-0.0126,-0.0444,0,0,0.72233,0.0002
Cu3Au,59,76,144.242,192.217,336.459,0.750412294,6,6,19,60,-41,3.822,4.908,-1.086,8.73,4.908,3.822,4.365,1.818,1.355,1.341697417,0.463,1.5865,1.2,1.87,-0.67,0.64171123,1.87,1.2,1.535,7,22.4,-15.4,0.3125,22.4,7,14.7,3.4,6.94,-3.54,0.489913545,6.94,3.4,5.17,12,12,12,12,12,12,12,12,1.417,1.417,1.417,1.417,6,6,6,6,1.4155,1.0009,1.4155,1.0009,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.836,2.7125,2.7125,1.6571,1.3542,1.2237,1.1574,1.0015,0.9008,1.3562,1.3562,-0.1816,0.0015,0.2929,0,0,0.74048,0.033
Cu3Au,56,45,138.9055,106.42,245.3255,1.30525747,6,5,13,62,-49,3.84,3.101,0.739,6.941,3.84,3.101,3.4705,1.871,1.373,1.362709395,0.498,1.622,1.35,2.08,-0.73,0.649038462,2.08,1.35,1.715,6.15,12,-5.85,0.5125,12,6.15,9.075,4.47,3.89,0.58,1.149100257,4.47,3.89,4.18,12,12,12,12,12,12,12,12,1.4147,1.4147,1.4147,1.4147,6,6,6,6,1.4154,1.0008,1.4154,1.0008,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.232,2.9925,2.9925,1.8186,1.3768,1.3209,1.1635,1.0868,0.9365,1.4962,1.4962,-0.1773,0.0867,0.2929,0,0,0.74048,0.039
Cu3Au,48,58,114.818,140.90765,255.72565,0.814845752,5,6,75,17,58,3.259,3.8,-0.541,7.059,3.8,3.259,3.5295,1.66,1.824,0.910087719,-0.164,1.742,1.63,1.1,0.53,1.481818182,1.63,1.1,1.365,7.31,6.77,0.54,1.079763663,7.31,6.77,7.04,2.52,3.7,-1.18,0.681081081,3.7,2.52,3.11,12,12,12,12,12,12,12,12,1.4176,1.4176,1.4176,1.4176,6,6,6,6,1.0014,1.4162,1.0014,1.4162,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.5249,4.985,3.5249,1.6334,1.6085,1.0155,1.079,1.5496,1.0873,1.7625,1.7625,0.079,0.0957,0,0.2929,0,0.74048,0.0154
Cu3Au,61,49,150.36,118.71,269.07,1.266616123,6,5,23,80,-57,3.847,3.672,0.175,7.519,3.847,3.672,3.7595,1.85,1.62,1.141975309,0.23,1.735,1.2,1.88,-0.68,0.638297872,1.88,1.2,1.54,7.52,7.31,0.21,1.02872777,7.52,7.31,7.415,2.14,3.14,-1,0.681528662,3.14,2.14,2.64,12,12,12,12,12,12,12,12,1.4169,1.4169,1.4169,1.4169,6,6,6,6,1.416,1.0013,1.416,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.687,3.3142,3.3142,1.7165,1.4899,1.1521,1.3653,1.1122,1.0336,1.6571,1.6571,-0.0346,0.1122,0.2929,0,0,0.74047,0.0138
Cu3Au,49,45,118.71,106.42,225.13,1.115485811,5,5,80,62,18,3.672,3.101,0.571,6.773,3.672,3.101,3.3865,1.62,1.373,1.179898034,0.247,1.4965,1.88,2.08,-0.2,0.903846154,2.08,1.88,1.98,7.31,12,-4.69,0.609166667,12,7.31,9.655,3.14,3.89,-0.75,0.807197943,3.89,3.14,3.515,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.0003,1.4146,1.0003,1.4146,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8107,3.975,2.8107,1.3768,1.4899,0.9241,1.0208,1.334,0.9805,1.4054,1.4054,0.0208,-0.0567,0,0.2929,0,0.74047,0.0036
Cu3Au,39,44,91.224,102.9055,194.1295,0.88648323,5,5,44,59,-15,3.401,3.701,-0.3,7.102,3.701,3.401,3.551,1.597,1.342,1.190014903,0.255,1.4695,1.7,1.99,-0.29,0.854271357,1.99,1.7,1.845,6.51,12.4,-5.89,0.525,12.4,6.51,9.455,6.25,5.75,0.5,1.086956522,6.25,5.75,6,12,12,12,12,12,12,12,12,1.413,1.413,1.413,1.413,6,6,6,6,1.413,0.9992,1.413,0.9992,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.9,2.7577,2.7577,1.5585,1.3444,1.1592,1.2512,1.0256,0.95,1.3789,1.3789,-0.1153,0.0256,0.2929,0,0,0.74048,0.0139
Cu3Au,49,77,118.71,195.084,313.794,0.608507105,5,6,80,63,17,3.672,4.883,-1.211,8.555,4.883,3.672,4.2775,1.62,1.385,1.16967509,0.235,1.5025,1.88,1.91,-0.03,0.984293194,1.91,1.88,1.895,7.31,21.4,-14.09,0.341588785,21.4,7.31,14.355,3.14,5.84,-2.7,0.537671233,5.84,3.14,4.49,12,12,12,12,12,12,12,12,1.4134,1.4134,1.4134,1.4134,6,6,6,6,0.9997,1.4138,0.9997,1.4138,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8291,4.001,2.8291,1.3843,1.4899,0.9291,1.0219,1.3427,0.9843,1.4146,1.4146,0.0219,-0.0506,0,0.2929,0,0.74048,0.003
Fe3C,26,59,58.9332,144.242,203.1752,0.408571706,4,6,58,19,39,3.046,3.822,-0.776,6.868,3.822,3.046,3.434,1.252,1.818,0.688668867,-0.566,1.535,1.72,1.2,0.52,1.433333333,1.72,1.2,1.46,8.9,7,1.9,1.271428571,8.9,7,7.95,4.39,3.4,0.99,1.291176471,4.39,3.4,3.895,1,1,1,1,2,6,2,6,1.0144,1.0144,1.0142,1.0144,1,1,1,1,1.3256,1.5647,1.2811,1.5647,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.5365,4.3341,2.7726,1.6571,1.2492,1.3265,1.0671,1.7347,0.954,1.7683,1.0044,0.0671,-0.196,0,0.5365,0,0.66149,0.0429
Cu3Au,72,76,180.9479,192.217,373.1649,0.941373032,6,6,48,60,-12,4.593,4.908,-0.315,9.501,4.908,4.593,4.7505,1.457,1.355,1.075276753,0.102,1.406,1.94,1.87,0.07,1.037433155,1.94,1.87,1.905,16.6,22.4,-5.8,0.741071429,22.4,16.6,19.5,8.1,6.94,1.16,1.167146974,8.1,6.94,7.52,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.4131,0.9992,1.4131,0.9992,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.886,2.7478,2.7478,1.4132,1.3542,1.0436,1.3749,1.0146,0.9929,1.3739,1.3739,-0.0278,0.0146,0.2929,0,0,0.74047,0.001
Mg3Cd,49,22,118.71,50.9415,169.6515,2.330320073,5,4,80,46,34,3.672,2.816,0.856,6.488,3.672,2.816,3.244,1.62,1.338,1.210762332,0.282,1.479,1.88,2.22,-0.34,0.846846847,2.22,1.88,2.05,7.31,6.11,1.2,1.196399345,7.31,6.11,6.71,3.14,5.31,-2.17,0.5913371,5.31,3.14,4.225,2,12,2,12,10,12,10,12,1.0146,1.4035,1.0146,1.4035,4,6,4,6,1.0011,1.4032,1.0011,1.4032,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.7331,3.9992,2.8477,1.3117,1.4899,0.8804,1.0418,1.3421,1.0164,1.3666,1.4811,0.0418,-0.0059,0,0.2593,0,0.71432,0.0018
TiAl3,21,12,47.867,26.981539,74.848539,1.774064852,4,3,43,73,-30,2.833,1.989,0.844,4.822,2.833,1.989,2.411,1.467,1.429,1.026592022,0.038,1.448,1.86,1.64,0.22,1.134146341,1.86,1.64,1.75,4.54,2.7,1.84,1.681481481,4.54,2.7,3.62,4.85,3.39,1.46,1.430678466,4.85,3.39,4.12,4,4,4,4,4,4,4,4,1.0625,1.0625,1.0625,1.0625,8,8,8,8,1.4162,1.0014,1.4162,1.032,0,0,0,2,4,4,4,2,2,2,2,1,2,2,6,3.852,2.7238,2.7238,1.4038,1.4319,0.9804,1.372,0.9511,0.9605,1.3619,1.3619,-0.0299,-0.0489,0.2929,0,0,0.66179,0.0033
Cr3Si,31,22,72.63,50.9415,123.5715,1.42575307,4,4,79,46,33,3.046,2.816,0.23,5.862,3.046,2.816,2.931,1.366,1.338,1.020926756,0.028,1.352,1.99,2.22,-0.23,0.896396396,2.22,1.99,2.105,5.32,6.11,-0.79,0.870703764,6.11,5.32,5.715,3.85,5.31,-1.46,0.725047081,5.31,3.85,4.58,2,12,2,12,2,12,2,12,1.1172,1.5506,1.1172,1.5506,4,8,4,8,0.999,1.5488,0.999,1.5488,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.3875,4.1353,2.6693,1.3117,1.2224,1.073,0.9101,1.6914,1.0534,1.1938,1.4756,-0.0899,0.2071,0,0.2864,0,0.63991,0.051
Fe3C,27,12,58.6934,26.981539,85.674939,2.175316982,4,3,61,73,-12,2.996,1.989,1.007,4.985,2.996,1.989,2.4925,1.244,1.429,0.870538838,-0.185,1.3365,1.76,1.64,0.12,1.073170732,1.76,1.64,1.7,8.9,2.7,6.2,3.296296296,8.9,2.7,5.8,4.44,3.39,1.05,1.309734513,4.44,3.39,3.915,1,1,1,1,3,1,3,1,1.0318,1.1182,1.0318,1.1054,2,1,2,1,1.7192,1.3071,1.7192,1.2401,0,1,0,1,1,0,1,0,4,4,2,1,2,4,12,3.7822,2.6629,2.1978,1.2515,1.4319,0.874,1.5111,0.9298,0.819,0.8663,1.3314,-0.3078,-0.0702,0.5419,0,0,0.5561,0.0996
Cu3Au,30,57,69.723,140.115,209.838,0.497612675,4,6,74,15,59,2.655,3.774,-1.119,6.429,3.774,2.655,3.2145,1.408,1.818,0.774477448,-0.41,1.613,1.7,1.1,0.6,1.545454545,1.7,1.1,1.4,5.9,6.66,-0.76,0.885885886,6.66,5.9,6.28,2.81,4.32,-1.51,0.650462963,4.32,2.81,3.565,12,12,12,12,12,12,12,12,1.4144,1.4144,1.4144,1.4144,6,6,6,6,0.9991,1.413,0.9991,1.413,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.6168,5.115,3.6168,1.7238,1.2796,1.3471,1.0491,1.9987,1.2042,1.8084,1.8084,0.0491,0.4133,0,0.2929,0,0.74047,0.1732
Cu3Au,59,48,144.242,114.818,259.06,1.256266439,6,5,19,75,-56,3.822,3.259,0.563,7.081,3.822,3.259,3.5405,1.818,1.66,1.095180723,0.158,1.739,1.2,1.63,-0.43,0.736196319,1.63,1.2,1.415,7,7.31,-0.31,0.957592339,7.31,7,7.155,3.4,2.52,0.88,1.349206349,3.4,2.52,2.96,12,12,12,12,12,12,12,12,1.4164,1.4164,1.4164,1.4164,6,6,6,6,1.415,1.0006,1.415,1.0006,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6554,3.2919,3.2919,1.6571,1.6085,1.0302,1.4047,1.0233,1.008,1.6459,1.6459,-0.0067,0.0233,0.2929,0,0,0.74048,0.0006
Mg3Cd,49,21,118.71,47.867,166.577,2.479996657,5,4,80,43,37,3.672,2.833,0.839,6.505,3.672,2.833,3.2525,1.62,1.467,1.104294479,0.153,1.5435,1.88,1.86,0.02,1.010752688,1.88,1.86,1.87,7.31,4.54,2.77,1.610132159,7.31,4.54,5.925,3.14,4.85,-1.71,0.64742268,4.85,3.14,3.995,4,4,4,8,4,4,4,14,1.1111,1.1111,1.1111,1.0758,8,8,8,10,1.0006,1.0006,1.0006,1.0003,2,2,2,4,2,8,2,4,6,2,1,1,2,6,8,2.5214,2.5214,2.5214,1.4038,1.4899,0.9422,0.8981,0.8462,0.8714,1.2607,1.2607,-0.1019,-0.1538,0,0,0,0.81133,0.034
Cu3Au,66,45,164.93032,106.42,271.35032,1.549805676,6,5,33,62,-29,3.994,3.101,0.893,7.095,3.994,3.101,3.5475,1.761,1.373,1.282592862,0.388,1.567,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,8.8,12,-3.2,0.733333333,12,8.8,10.4,3.14,3.89,-0.75,0.807197943,3.89,3.14,3.515,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,1.416,1.0013,1.416,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.064,2.8737,2.8737,1.7086,1.3768,1.241,1.1893,1.0436,0.9314,1.4368,1.4368,-0.159,0.0436,0.2929,0,0,0.74048,0.0272
PuNi3,67,26,167.259,58.9332,226.1922,2.838111625,6,4,35,58,-23,4.018,3.046,0.972,7.064,4.018,3.046,3.532,1.748,1.252,1.396166134,0.496,1.5,1.2,1.72,-0.52,0.697674419,1.72,1.2,1.46,9.07,8.9,0.17,1.019101124,9.07,8.9,8.985,3.29,4.39,-1.1,0.749430524,4.39,3.29,3.84,6,6,6,3.3333,9,19,7.5,6.3333,1.0279,1.1614,1.0662,1.0607,3,6,7.5,3.6667,1.097,0.9997,1.1406,1.0001,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1484,2.4207,2.8722,1.6438,1.2492,1.3159,0.9576,0.9689,0.9928,1.6618,1.2103,0.011,-0.0311,-0.0557,0,0,0.71786,0.0011
Cu3Au,63,48,157.25,114.818,272.068,1.36955878,6,5,27,75,-48,4.034,3.259,0.775,7.293,4.034,3.259,3.6465,1.795,1.66,1.081325301,0.135,1.7275,1.1,1.63,-0.53,0.674846626,1.63,1.1,1.365,7.9,7.31,0.59,1.080711354,7.9,7.31,7.605,4.14,2.52,1.62,1.642857143,4.14,2.52,3.33,12,12,12,12,12,12,12,12,1.4141,1.4141,1.4141,1.4141,6,6,6,6,1.4128,0.999,1.4128,0.999,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6056,3.2566,3.2566,1.7454,1.6085,1.0851,1.3194,1.0123,0.971,1.6283,1.6283,-0.0671,0.0123,0.2929,0,0,0.74048,0.0046
Mg3Cd,57,12,140.115,26.981539,167.096539,5.192995107,6,3,15,73,-58,3.774,1.989,1.785,5.763,3.774,1.989,2.8815,1.818,1.429,1.272218334,0.389,1.6235,1.1,1.64,-0.54,0.670731707,1.64,1.1,1.37,6.66,2.7,3.96,2.466666667,6.66,2.7,4.68,4.32,3.39,0.93,1.274336283,4.32,3.39,3.855,12,10,12,10,12,10,12,10,1.0973,1.0973,1.0973,1.0973,12,10,12,10,1.4861,1.0005,1.4861,1.0005,0,2,0,2,12,8,12,8,2,6,1,1,1,2,6,4.4284,2.9814,2.9815,1.7238,1.4319,1.2039,1.2845,1.0411,0.9448,1.4908,1.4907,-0.1352,0.0411,0.3267,0,0,0.64821,0.02
Cu3Au,57,49,140.115,118.71,258.825,1.180313369,6,5,15,80,-65,3.774,3.672,0.102,7.446,3.774,3.672,3.723,1.818,1.62,1.122222222,0.198,1.719,1.1,1.88,-0.78,0.585106383,1.88,1.1,1.49,6.66,7.31,-0.65,0.911080711,7.31,6.66,6.985,4.32,3.14,1.18,1.375796178,4.32,3.14,3.73,12,12,12,12,12,12,12,12,1.4162,1.4162,1.4162,1.4162,6,6,6,6,1.4148,1.0004,1.4148,1.0004,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.7255,3.3414,3.3414,1.7238,1.4899,1.157,1.3707,1.1214,1.0398,1.6707,1.6707,-0.0308,0.1214,0.2929,0,0,0.74048,0.0157
Cu3Au,61,49,150.36,118.71,269.07,1.266616123,6,5,23,80,-57,3.847,3.672,0.175,7.519,3.847,3.672,3.7595,1.85,1.62,1.141975309,0.23,1.735,1.2,1.88,-0.68,0.638297872,1.88,1.2,1.54,7.52,7.31,0.21,1.02872777,7.52,7.31,7.415,2.14,3.14,-1,0.681528662,3.14,2.14,2.64,12,12,12,12,12,12,12,12,1.4169,1.4169,1.4169,1.4169,6,6,6,6,1.4161,1.0013,1.4161,1.0013,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.6873,3.3144,3.3144,1.7165,1.4899,1.1521,1.3654,1.1123,1.0337,1.6572,1.6572,-0.0345,0.1123,0.2929,0,0,0.74048,0.0138
PuNi3,38,26,88.90584,58.9332,147.83904,1.508586671,5,4,12,58,-46,3.379,3.046,0.333,6.425,3.379,3.046,3.2125,1.797,1.252,1.435303514,0.545,1.5245,1.41,1.72,-0.31,0.819767442,1.72,1.41,1.565,4.47,8.9,-4.43,0.502247191,8.9,4.47,6.685,4.37,4.39,-0.02,0.995444191,4.39,4.37,4.38,6,6,6,3.3333,12,19,9,6.3333,1.0278,1.184,1.0691,1.064,3,6,7.5,3.3333,1.0925,1.0009,1.1399,1.0003,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1465,2.4799,2.8843,1.6813,1.2492,1.3459,0.9357,0.9926,0.9842,1.6443,1.24,-0.022,-0.0074,-0.0452,0,0,0.72228,0.0005
Fe3C,75,63,190.23,157.25,347.48,1.20972973,6,6,57,27,30,5.648,4.034,1.614,9.682,5.648,4.034,4.841,1.35,1.795,0.752089136,-0.445,1.5725,1.85,1.1,0.75,1.681818182,1.85,1.1,1.475,22.6,7.9,14.7,2.860759494,22.6,7.9,15.25,8.17,4.14,4.03,1.973429952,8.17,4.14,6.155,1,1,1,1,2,6,2,6,1.0179,1.0036,1.0249,1.0036,1,2,1,2,1.2671,1.584,1.2271,1.584,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.3359,4.4352,2.8034,1.7454,1.3106,1.3318,0.9556,1.692,0.9173,1.6679,1.1354,-0.0444,-0.1336,0,0.488,0,0.59635,0.0198
Fe3C,27,63,58.6934,157.25,215.9434,0.373248967,4,6,61,27,34,2.996,4.034,-1.038,7.03,4.034,2.996,3.515,1.244,1.795,0.693036212,-0.551,1.5195,1.76,1.1,0.66,1.6,1.76,1.1,1.43,8.9,7.9,1,1.126582278,8.9,7.9,8.4,4.44,4.14,0.3,1.072463768,4.44,4.14,4.29,1,1,1,1,2,4,2,4,1.0293,1.0293,1.0182,1.0293,1,1,1,1,1.3495,1.5668,1.3026,1.5668,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.5911,4.2772,2.7312,1.7454,1.2515,1.3946,1.0287,1.7088,0.9114,1.7956,0.9357,0.0287,-0.2524,0,0.5625,0,0.68557,0.0645
Cr3Si,77,23,195.084,51.9961,247.0801,3.751896777,6,4,63,49,14,4.883,2.82,2.063,7.703,4.883,2.82,3.8515,1.385,1.357,1.020633751,0.028,1.371,1.91,2,-0.09,0.955,2,1.91,1.955,21.4,7.19,14.21,2.97635605,21.4,7.19,14.295,5.84,4.1,1.74,1.424390244,5.84,4.1,4.97,2,12,2,12,2,12,2,12,1.1144,1.5513,1.1144,1.5513,4,8,4,8,0.9981,1.5513,0.9981,1.5513,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.3555,4.0798,2.6335,1.2409,1.3843,0.8964,0.9491,1.4736,1.0032,1.1778,1.4558,-0.0509,0.0516,0,0.2864,0,0.63991,0.0053
